years_experience,education_level,job_role,performance_score,certifications_count,work_hours_per_week,salary
6.1,Master's,Data Scientist,1.3,5,41.5,116751.24
4.5,Bachelor's,HR,3.4,0,40.6,81718.48
15.4,PhD,Analyst,3.8,0,37.3,156932.89
8.0,Master's,Software Engineer,2.1,3,31.2,119732.2
10.5,Bachelor's,HR,2.3,1,53.7,103123.42
10.1,Master's,HR,3.4,0,34.8,112942.76
11.8,PhD,Analyst,3.8,0,25.1,128112.76
17.4,PhD,Manager,4.5,2,50.3,203680.44
19.6,PhD,Analyst,4.1,4,45.5,169208.21
8.4,Bachelor's,Manager,1.5,2,32.4,125897.97
16.6,Bachelor's,Analyst,2.4,2,26.0,136734.02
15.4,Bachelor's,HR,1.6,3,37.6,119973.69
11.7,Bachelor's,Data Scientist,4.0,2,22.6,135212.19
19.1,PhD,HR,2.1,5,28.9,162153.54
4.4,Bachelor's,HR,1.5,1,58.6,79999.74
2.6,Master's,Software Engineer,1.4,1,26.0,88069.95
17.2,Master's,HR,1.5,4,31.0,145767.9
9.1,Master's,HR,2.0,0,25.6,101593.81
17.0,Bachelor's,HR,4.1,0,56.5,147469.4
17.9,Bachelor's,Software Engineer,2.0,4,57.0,155886.72
1.7,Bachelor's,Manager,2.1,5,22.4,94282.32
17.7,Bachelor's,Software Engineer,4.5,4,55.9,166894.97
9.2,PhD,Data Scientist,2.8,2,25.7,138930.85
10.5,Master's,Manager,3.0,5,35.9,147903.25
12.7,Bachelor's,Software Engineer,1.0,3,43.5,120868.62
18.6,PhD,Data Scientist,1.3,0,38.5,177372.17
0.9,Bachelor's,Data Scientist,4.0,0,25.4,84440.18
9.8,Master's,Analyst,2.3,4,51.7,130301.34
13.9,Bachelor's,Analyst,1.6,4,47.5,133657.34
14.6,Master's,HR,2.7,0,57.6,136934.71
14.0,Bachelor's,Manager,1.2,0,34.1,141319.13
3.1,Bachelor's,Software Engineer,3.8,2,37.2,97203.43
6.3,Bachelor's,HR,1.3,0,34.0,76305.89
7.5,Bachelor's,Manager,1.2,5,22.5,123521.4
16.2,Master's,Analyst,2.7,5,22.2,143550.85
5.9,Bachelor's,Software Engineer,3.3,4,50.5,117063.39
4.6,Master's,Data Scientist,4.1,1,31.4,108557.16
19.2,Master's,Data Scientist,1.3,5,39.5,172390.04
0.7,Master's,HR,2.3,5,59.2,72913.91
20.0,Master's,HR,2.1,1,20.7,151400.67
13.7,Bachelor's,Software Engineer,4.0,1,40.7,142033.84
16.7,Master's,Data Scientist,2.5,5,40.7,167148.94
6.2,PhD,HR,3.5,2,59.9,111575.27
0.8,Master's,Data Scientist,3.0,1,53.4,90483.56
14.9,Master's,Analyst,3.3,3,22.7,143759.37
16.8,Master's,HR,2.5,3,26.3,146891.45
14.9,Bachelor's,Manager,2.0,2,21.4,151984.31
3.3,Master's,HR,1.2,1,27.9,78899.04
15.2,PhD,Analyst,1.7,4,28.5,146189.18
15.5,Bachelor's,Software Engineer,1.7,2,23.6,135888.36
13.3,PhD,Data Scientist,4.7,5,41.1,171218.52
15.4,Bachelor's,Software Engineer,4.7,5,59.0,165160.15
17.0,Bachelor's,HR,2.0,5,52.2,146526.95
12.5,PhD,Manager,1.4,0,28.1,159943.01
2.2,Master's,Software Engineer,2.1,2,51.3,98584.51
10.0,PhD,Manager,4.2,3,59.3,162903.83
2.0,PhD,HR,4.5,5,53.4,103343.22
8.4,Bachelor's,Manager,3.0,4,38.7,125372.96
8.4,Master's,Manager,3.2,1,30.8,139734.25
1.8,Bachelor's,Analyst,2.8,5,49.9,79382.16
7.3,Bachelor's,Software Engineer,1.7,3,51.5,116766.86
2.7,Bachelor's,HR,1.2,1,31.9,65274.37
16.3,Master's,Analyst,3.5,5,29.0,150878.94
19.0,Master's,Manager,4.2,1,46.9,189985.61
1.9,Master's,Analyst,4.0,2,55.5,89125.67
19.1,Master's,Analyst,4.6,2,20.8,161883.89
10.7,Bachelor's,Manager,4.3,3,59.5,149510.71
6.3,Master's,HR,2.2,1,27.7,89142.9
2.0,Bachelor's,Data Scientist,1.5,5,34.0,88316.92
10.3,Bachelor's,Analyst,2.7,2,22.1,100323.57
16.0,Master's,Software Engineer,2.4,3,22.2,154982.43
14.3,Master's,Manager,3.9,5,30.9,168641.99
1.5,PhD,Data Scientist,1.3,1,42.6,95926.08
1.9,Master's,Analyst,4.8,0,56.0,94446.39
8.4,Master's,Manager,4.8,0,22.8,132084.11
6.3,Master's,Manager,1.4,3,41.8,128609.33
5.0,Bachelor's,Analyst,2.7,0,36.6,86145.76
6.0,Bachelor's,Software Engineer,4.6,4,59.6,112452.3
16.2,Bachelor's,Manager,1.7,5,27.5,160751.91
18.6,Bachelor's,Manager,3.8,5,34.8,182522.72
8.4,Bachelor's,Analyst,3.8,3,21.3,105787.86
18.2,PhD,Data Scientist,1.9,3,56.6,188025.29
6.8,Master's,Manager,1.0,1,44.9,127507.96
9.8,Master's,Manager,3.7,5,43.5,157389.99
4.9,Bachelor's,Analyst,3.5,4,21.9,94280.79
13.0,Bachelor's,Manager,3.6,5,24.0,153855.83
19.6,Bachelor's,Analyst,1.6,3,51.6,152457.15
12.3,Master's,Software Engineer,3.4,5,42.0,147665.23
7.5,Bachelor's,Analyst,3.2,2,28.0,97183.91
13.1,Master's,Data Scientist,2.8,3,42.0,157441.26
2.9,Master's,Manager,4.1,4,58.7,122107.39
17.8,Master's,Software Engineer,2.6,5,24.1,171057.23
10.3,Bachelor's,Manager,2.4,3,58.8,139083.08
9.3,Master's,Manager,3.2,0,51.0,147669.15
11.9,Master's,Analyst,4.8,4,25.8,139418.03
12.7,Master's,Manager,2.4,2,52.6,158913.2
1.9,Bachelor's,Software Engineer,2.8,4,49.8,90346.59
13.8,Bachelor's,HR,2.1,3,43.0,118111.49
5.2,Bachelor's,Manager,3.7,2,51.0,121859.96
14.4,PhD,Analyst,2.5,2,25.6,150459.2
16.5,Bachelor's,Data Scientist,3.8,2,48.9,165681.41
16.2,PhD,Manager,1.6,0,45.6,176320.55
11.3,Bachelor's,Analyst,2.1,4,31.4,124280.52
10.6,Bachelor's,Manager,1.8,5,47.6,139749.45
3.3,Master's,HR,4.1,3,47.2,91340.18
15.6,Bachelor's,HR,1.4,0,29.6,120352.12
5.8,PhD,Software Engineer,2.0,2,25.9,115648.93
10.2,Master's,HR,3.0,5,34.5,115064.92
6.0,Master's,Analyst,1.4,3,36.0,94074.58
3.1,Master's,HR,1.0,1,53.0,74662.96
12.8,Master's,Analyst,3.8,3,37.4,138820.41
1.6,PhD,Manager,3.5,1,49.5,126835.67
15.1,Bachelor's,Software Engineer,1.0,1,38.5,132976.69
6.7,Master's,Software Engineer,1.2,5,22.7,110876.22
0.5,Master's,HR,1.9,2,46.1,67888.97
10.5,PhD,Data Scientist,4.6,1,55.8,158650.88
1.4,Master's,HR,3.6,0,40.7,78108.94
5.9,PhD,Data Scientist,4.2,2,48.1,137561.68
14.3,Master's,HR,4.0,5,51.2,142067.07
1.7,Bachelor's,Analyst,4.9,1,38.7,78890.82
16.9,Master's,Analyst,4.8,4,30.0,158914.64
0.6,Master's,Data Scientist,1.3,5,54.4,94948.93
5.3,Master's,Software Engineer,1.1,5,53.1,114799.91
14.9,Bachelor's,Data Scientist,3.0,0,54.4,146147.06
6.7,Master's,Manager,2.1,4,53.0,132302.77
2.5,Bachelor's,Software Engineer,3.0,3,25.3,83143.93
7.5,PhD,Data Scientist,1.4,0,36.6,134600.26
5.8,Bachelor's,Manager,4.6,5,27.7,121428.73
16.9,Master's,Manager,4.1,4,26.2,184017.51
6.6,Bachelor's,HR,3.2,4,51.3,91680.35
15.9,Bachelor's,Data Scientist,2.9,5,39.3,158910.81
17.9,PhD,Analyst,2.9,2,23.6,158827.12
9.0,Bachelor's,HR,3.5,3,36.2,105097.55
18.2,Bachelor's,Software Engineer,3.2,0,59.7,161285.36
7.9,Bachelor's,Analyst,2.9,0,28.5,96100.79
19.3,Master's,Manager,3.7,5,35.9,197304.52
2.2,Master's,Software Engineer,4.1,5,43.8,107370.54
13.9,Bachelor's,HR,3.6,0,28.0,118018.09
10.1,Master's,Manager,2.6,1,58.7,149758.49
8.1,Bachelor's,Manager,2.7,0,45.4,125888.54
12.8,PhD,Manager,1.4,1,29.2,163668.56
14.2,Master's,Analyst,2.7,2,37.9,133122.97
0.6,PhD,HR,4.1,1,34.4,85879.16
3.8,PhD,HR,1.3,3,24.9,91512.36
14.4,Bachelor's,Analyst,1.7,5,31.4,128042.72
13.5,Bachelor's,HR,4.4,1,42.1,130306.87
19.3,Master's,Manager,3.3,5,23.5,187758.06
15.3,Bachelor's,Manager,3.7,3,21.9,163529.22
19.0,Bachelor's,Manager,2.3,3,41.7,173493.37
14.2,Bachelor's,HR,3.0,3,37.4,131684.3
6.3,Bachelor's,Data Scientist,4.0,3,27.5,113972.19
2.6,Master's,Software Engineer,4.5,0,48.5,95920.87
15.7,Bachelor's,Data Scientist,4.9,5,23.5,164547.09
13.1,Bachelor's,Analyst,4.4,3,30.8,132258.87
1.4,Master's,Data Scientist,1.3,4,24.1,92035.34
7.5,Bachelor's,Data Scientist,2.4,2,49.1,112410.85
19.2,PhD,Analyst,4.0,4,45.3,177044.17
10.3,Bachelor's,Data Scientist,2.7,0,27.5,123321.62
8.9,Master's,Software Engineer,2.7,3,42.3,121294.8
9.4,Bachelor's,HR,4.2,1,47.9,105373.52
4.6,Bachelor's,Analyst,4.3,5,21.4,95321.26
7.7,Bachelor's,Data Scientist,4.2,0,46.5,113023.55
7.7,Master's,Manager,2.4,2,32.5,127105.14
1.5,PhD,Manager,1.9,1,25.4,112065.26
15.5,Master's,Analyst,2.4,1,52.8,144144.53
8.6,Bachelor's,Manager,3.8,3,44.2,141999.12
16.5,Bachelor's,Software Engineer,2.5,2,41.9,148159.29
17.1,Bachelor's,Data Scientist,1.2,5,53.5,153145.81
4.6,Bachelor's,Software Engineer,4.2,5,30.6,108553.05
13.3,Bachelor's,Software Engineer,1.3,2,20.6,121201.36
9.7,PhD,HR,5.0,1,57.9,130190.31
17.7,Master's,Data Scientist,4.4,2,30.5,172806.83
4.7,Master's,Analyst,4.8,4,45.3,108660.49
13.7,Master's,Manager,4.3,3,59.1,174543.64
12.4,Master's,HR,1.4,3,29.3,124902.59
6.3,Bachelor's,Software Engineer,2.7,4,59.7,100438.08
3.2,Master's,Manager,4.6,4,41.5,121034.23
13.2,PhD,Data Scientist,1.4,2,58.4,163213.29
14.9,Bachelor's,Software Engineer,2.2,1,23.4,132351.84
6.7,Bachelor's,Software Engineer,2.9,2,41.2,106335.88
13.1,PhD,Data Scientist,2.8,4,57.8,171698.41
8.2,Master's,Analyst,4.8,3,26.2,117755.44
14.4,Bachelor's,HR,2.6,3,31.0,123551.65
4.4,Master's,Data Scientist,2.0,3,28.5,106359.62
17.9,Bachelor's,Manager,2.8,2,58.6,180221.49
6.1,Bachelor's,Manager,2.6,5,30.5,113739.01
7.7,Bachelor's,Software Engineer,3.5,4,24.8,120009.84
1.6,Bachelor's,HR,5.0,1,51.9,75674.72
2.7,Master's,Analyst,3.2,5,40.5,92585.25
10.6,Master's,Analyst,2.8,2,43.6,120974.53
5.7,PhD,Manager,3.4,5,44.3,139370.03
16.8,Bachelor's,Analyst,4.9,3,44.5,141795.36
0.8,Master's,Manager,3.5,5,38.2,115860.57
7.9,Bachelor's,HR,1.5,4,59.0,89736.59
7.1,Bachelor's,Software Engineer,4.7,1,27.0,110094.22
0.9,PhD,Manager,3.4,0,58.3,115841.34
2.9,Bachelor's,HR,1.6,2,31.7,69161.06
8.6,Bachelor's,Manager,1.9,0,27.6,112886.62
10.1,Bachelor's,Data Scientist,1.5,4,45.0,122396.64
8.4,Bachelor's,Manager,4.8,0,55.7,137638.88
10.9,Master's,HR,1.3,3,34.5,115737.67
12.1,PhD,Analyst,4.1,2,23.0,138745.69
0.7,Master's,Manager,2.4,1,41.5,101763.02
9.5,PhD,Software Engineer,1.3,3,59.4,145571.19
19.3,Master's,HR,2.7,4,35.6,163776.24
10.6,PhD,Analyst,1.0,2,20.8,127247.46
13.7,Bachelor's,HR,4.3,4,40.0,132898.97
6.6,PhD,Manager,3.2,4,35.3,144685.61
15.6,Bachelor's,Data Scientist,2.8,4,22.7,147805.32
15.6,PhD,Data Scientist,4.3,2,55.0,179472.48
10.7,Bachelor's,Software Engineer,3.1,3,44.8,135327.32
19.5,Master's,Software Engineer,3.4,5,26.2,181068.18
2.9,Master's,Analyst,4.3,4,57.0,99066.77
0.8,PhD,Data Scientist,3.9,1,43.0,98967.75
15.5,Master's,Manager,3.6,3,47.6,179399.94
16.2,Bachelor's,HR,3.8,4,43.3,144605.08
2.8,Master's,HR,2.1,2,59.1,82598.35
5.7,Bachelor's,Data Scientist,1.5,4,55.6,105348.32
0.8,Bachelor's,Data Scientist,3.5,4,20.7,78194.48
6.2,Bachelor's,HR,1.9,0,20.6,83693.36
15.6,Bachelor's,Analyst,1.2,0,39.5,125640.12
10.6,Master's,HR,2.0,3,32.6,116762.83
7.3,PhD,Software Engineer,3.9,0,41.6,125425.14
7.7,PhD,Manager,3.8,2,33.5,141858.86
0.5,Bachelor's,Data Scientist,4.6,0,55.1,95352.27
6.3,Bachelor's,Data Scientist,3.7,2,26.8,108102.43
13.1,Bachelor's,Analyst,2.8,4,22.3,121208.33
19.5,Bachelor's,Software Engineer,2.0,3,33.7,172599.59
17.0,Bachelor's,HR,4.0,0,25.6,139560.8
1.0,Bachelor's,Software Engineer,2.6,0,43.7,74454.09
18.0,Master's,Software Engineer,4.3,3,38.9,176278.39
15.8,Master's,Analyst,4.4,2,48.3,147739.5
15.7,Master's,Analyst,2.4,5,22.9,144853.47
9.4,Bachelor's,HR,2.4,2,50.2,100388.39
8.3,Master's,HR,4.7,0,31.1,111693.98
6.4,Master's,Manager,2.6,5,46.9,141406.87
1.8,Bachelor's,Software Engineer,3.8,2,31.6,78943.94
5.0,Bachelor's,HR,2.5,2,53.4,92358.47
5.3,Bachelor's,Analyst,3.9,0,53.4,96178.53
9.9,Bachelor's,Manager,1.7,0,32.3,122963.12
15.1,Bachelor's,Manager,4.3,0,56.4,160359.3
9.7,Bachelor's,Analyst,4.9,1,32.8,111001.5
1.6,Bachelor's,HR,4.1,0,55.8,69244.47
19.2,Bachelor's,Analyst,2.4,5,27.7,149499.83
18.9,Master's,HR,3.2,1,31.5,146793.34
15.8,Bachelor's,Analyst,3.7,4,55.4,145349.1
19.8,Master's,Analyst,1.8,2,23.2,161026.57
11.1,Bachelor's,Data Scientist,2.1,1,48.1,126123.31
19.3,Bachelor's,HR,4.2,4,47.3,158199.43
2.0,PhD,Software Engineer,4.8,5,58.9,124581.13
7.6,Master's,Data Scientist,2.1,2,58.9,120349.39
4.9,Bachelor's,Data Scientist,1.6,2,39.2,95819.52
4.3,Master's,Data Scientist,4.9,2,46.3,112737.34
3.2,Master's,Data Scientist,2.3,5,26.2,99584.05
12.6,Bachelor's,Software Engineer,4.1,3,29.0,141795.46
15.7,Bachelor's,Data Scientist,2.5,3,42.3,150342.44
11.8,PhD,Software Engineer,4.8,1,29.5,154151.44
3.4,Bachelor's,Software Engineer,3.4,1,28.7,90101.56
16.3,Bachelor's,Data Scientist,2.7,2,20.9,152813.27
12.9,Bachelor's,Manager,1.7,4,22.9,145170.55
8.1,Master's,Software Engineer,2.0,1,48.5,120077.23
13.6,PhD,Data Scientist,4.4,0,20.6,154788.93
5.6,Master's,Analyst,1.2,5,55.8,103199.97
7.2,Master's,Analyst,1.6,0,23.1,97714.69
18.4,PhD,HR,1.8,1,26.3,152092.71
6.2,Master's,Software Engineer,1.3,4,33.6,101895.28
9.7,Master's,Software Engineer,3.7,0,49.1,132399.44
17.9,PhD,Analyst,4.9,2,48.0,180197.08
14.3,Bachelor's,Software Engineer,1.6,2,29.9,126851.98
1.7,Master's,Software Engineer,4.2,3,33.1,97796.65
3.4,Master's,Analyst,1.7,3,52.8,82376.11
0.7,PhD,Data Scientist,4.9,3,39.9,115379.47
12.8,PhD,Analyst,3.0,5,38.3,152996.7
9.2,Master's,Manager,4.4,4,45.3,151469.37
3.1,PhD,Analyst,1.7,2,38.3,98059.0
19.2,Master's,Analyst,4.5,4,37.4,170884.25
10.8,Bachelor's,Data Scientist,1.3,0,51.9,119647.84
5.2,Bachelor's,Analyst,1.1,2,57.3,86172.22
10.3,Master's,Analyst,3.8,3,42.0,127440.76
13.8,Bachelor's,Data Scientist,1.4,5,31.6,140238.7
2.0,Bachelor's,Analyst,4.5,3,58.0,87335.57
5.9,Bachelor's,Data Scientist,3.5,5,48.1,116450.21
16.2,PhD,Manager,2.3,0,46.2,179413.33
9.5,Bachelor's,Data Scientist,2.1,2,44.3,119394.78
11.2,PhD,Software Engineer,1.3,4,49.6,147868.8
8.9,PhD,Software Engineer,3.7,4,51.0,145920.95
1.4,Bachelor's,Data Scientist,4.7,0,51.6,93777.88
3.7,Bachelor's,Analyst,4.0,5,59.0,91632.02
9.2,Master's,HR,3.5,2,36.4,109405.34
4.6,Master's,HR,1.5,4,29.7,90592.9
1.5,Bachelor's,Manager,4.3,3,35.8,99892.58
17.0,Bachelor's,Manager,4.9,3,50.7,176939.77
19.6,Bachelor's,HR,2.1,4,41.6,143647.74
16.0,Bachelor's,HR,2.7,5,54.6,141642.31
17.1,Bachelor's,Data Scientist,1.1,2,29.4,144721.39
5.2,Bachelor's,HR,4.3,4,49.5,89184.66
19.2,Master's,Software Engineer,1.1,0,30.0,157293.05
4.3,PhD,Manager,2.9,2,52.0,134616.11
19.1,Master's,Manager,3.3,4,37.5,190135.34
19.9,PhD,Software Engineer,1.2,3,59.6,182635.0
14.4,Master's,Manager,1.7,2,46.7,169700.56
19.6,Master's,HR,4.2,1,49.7,166428.74
11.6,Bachelor's,Manager,2.0,2,21.7,128573.71
5.6,Bachelor's,Software Engineer,3.9,3,48.1,104476.53
9.0,Master's,Manager,4.0,2,36.8,136948.11
12.1,PhD,HR,2.6,0,32.9,128217.96
1.9,Bachelor's,Data Scientist,1.3,3,51.8,92105.38
12.6,Bachelor's,HR,1.0,3,29.1,111515.14
19.6,Master's,Manager,3.0,5,27.3,190725.5
4.2,Bachelor's,Analyst,1.3,0,34.2,73402.68
16.0,Bachelor's,Manager,3.9,1,45.2,167469.98
18.2,Master's,Manager,2.5,2,30.3,172933.24
18.9,Master's,Software Engineer,3.7,0,42.3,170978.37
19.2,Master's,Analyst,2.6,2,35.4,161254.44
10.7,PhD,Software Engineer,3.5,2,35.9,140484.22
19.6,Master's,Software Engineer,4.3,1,28.1,171819.15
15.3,Master's,HR,4.5,2,32.9,152049.2
3.7,Bachelor's,Data Scientist,1.1,5,31.0,96310.81
9.8,Bachelor's,Manager,3.6,0,29.7,125821.18
14.5,Master's,Analyst,3.3,2,23.2,136438.85
5.3,Bachelor's,Manager,3.5,2,37.3,116443.91
13.0,Bachelor's,Software Engineer,1.2,1,29.8,134393.16
13.5,Bachelor's,Data Scientist,1.3,2,58.4,143540.02
3.7,Bachelor's,Software Engineer,3.0,3,44.1,99829.87
11.5,Bachelor's,Manager,1.2,4,38.5,141241.58
15.5,Master's,HR,4.1,5,33.5,144361.9
10.2,Bachelor's,Manager,4.1,3,38.4,148810.01
0.7,Bachelor's,Software Engineer,1.5,1,33.7,75057.65
0.7,Master's,Analyst,2.8,5,54.3,91411.53
7.5,PhD,Analyst,3.4,2,30.2,126493.78
18.6,Bachelor's,Analyst,4.4,0,31.2,156562.79
5.0,Master's,Analyst,5.0,2,48.4,107615.23
12.9,Master's,Analyst,1.1,5,56.0,136692.86
4.8,Master's,Data Scientist,2.9,2,47.2,114961.52
6.8,Bachelor's,Data Scientist,4.2,1,23.4,115194.12
17.0,PhD,HR,4.2,2,56.0,166727.93
14.7,Master's,Analyst,3.2,0,50.8,143090.49
2.4,Master's,Software Engineer,1.7,0,29.6,87247.53
8.9,Bachelor's,Software Engineer,3.2,4,22.5,116155.59
1.1,Master's,Manager,2.6,4,48.7,110994.02
9.9,Master's,Analyst,2.6,2,29.4,122723.89
13.4,Bachelor's,Software Engineer,2.3,0,41.0,127741.96
2.8,Bachelor's,HR,1.6,2,23.6,66211.06
6.1,Master's,Software Engineer,4.0,3,42.7,120870.97
8.3,Bachelor's,HR,3.8,1,20.9,102954.72
18.4,Master's,Analyst,3.2,1,41.4,157051.11
19.9,Bachelor's,Manager,2.4,0,53.3,175490.94
1.4,Bachelor's,Manager,4.3,3,43.2,110529.06
15.3,Master's,Data Scientist,1.6,0,55.4,157568.47
7.7,Bachelor's,Analyst,2.7,3,42.0,100309.37
8.2,PhD,Software Engineer,3.6,5,47.5,145722.34
15.2,PhD,Manager,4.3,0,34.7,172883.67
18.4,Master's,HR,3.6,4,31.9,157565.92
19.0,Master's,HR,1.5,2,33.4,151606.54
11.8,PhD,Software Engineer,1.4,1,24.1,141678.99
7.5,Bachelor's,Software Engineer,1.2,1,30.2,97185.83
15.9,Master's,Analyst,3.2,5,35.5,148978.27
5.4,Bachelor's,Software Engineer,2.0,3,33.7,103701.52
11.5,Bachelor's,Software Engineer,1.6,4,39.8,126374.58
7.5,Master's,Software Engineer,1.3,3,39.5,116337.48
13.3,Master's,Manager,3.6,4,49.4,165416.0
5.2,Bachelor's,Analyst,4.0,3,35.8,90390.95
4.2,Bachelor's,Software Engineer,4.4,0,47.1,96449.96
18.4,Master's,Software Engineer,3.4,5,55.6,183102.12
2.5,Bachelor's,HR,2.4,0,38.2,64801.35
10.4,Master's,Manager,2.9,1,42.1,145924.02
4.8,Master's,Software Engineer,3.5,5,47.1,122220.31
1.3,Bachelor's,Manager,3.9,3,39.8,110506.38
1.2,Bachelor's,Analyst,3.6,5,26.5,69933.44
3.9,Master's,Analyst,4.8,3,31.7,91687.6
17.4,Bachelor's,Data Scientist,4.0,0,21.1,153669.76
6.0,Bachelor's,HR,4.0,3,47.3,91047.93
19.0,Bachelor's,Data Scientist,4.3,1,31.2,170198.45
11.8,Bachelor's,Manager,2.8,5,52.9,150925.68
9.0,Bachelor's,HR,2.1,1,46.2,98072.91
11.8,Master's,Software Engineer,4.3,3,49.4,151039.32
10.6,Master's,HR,2.9,1,55.3,111898.45
15.3,Master's,HR,3.4,1,37.0,137177.63
6.0,Master's,Analyst,2.7,3,27.5,100984.07
7.4,Bachelor's,Data Scientist,2.6,3,57.4,122508.43
17.9,Bachelor's,Analyst,3.7,0,59.8,150225.49
19.0,Master's,Analyst,3.7,0,28.7,160834.85
17.9,Master's,Data Scientist,2.2,4,49.6,172867.74
8.7,Master's,Analyst,1.8,3,22.9,109357.6
15.7,Master's,HR,1.5,4,21.1,134947.89
9.8,Master's,Manager,1.5,3,47.0,142329.87
10.2,Bachelor's,Software Engineer,4.3,4,30.2,128292.14
4.5,Master's,Software Engineer,2.1,2,54.7,112325.29
12.0,Master's,Analyst,3.7,3,40.5,136206.97
4.1,PhD,Data Scientist,2.1,1,51.3,116737.91
7.0,Master's,HR,3.7,4,24.1,107447.75
17.2,Master's,Analyst,4.9,2,55.0,164278.75
4.5,Master's,HR,1.3,2,27.6,85669.13
1.9,PhD,HR,3.6,0,42.7,88114.65
1.8,PhD,Software Engineer,2.1,2,44.4,104297.63
18.8,Master's,Manager,1.3,4,22.6,181710.14
10.4,Master's,Manager,1.3,2,59.1,140492.38
8.5,Bachelor's,Data Scientist,2.5,2,32.1,114879.47
16.3,Master's,Manager,3.2,0,48.6,173585.45
16.8,Master's,Analyst,3.6,0,45.3,150957.44
7.0,Master's,Software Engineer,3.3,3,21.3,112695.2
14.0,Bachelor's,Software Engineer,4.6,5,54.5,142613.38
15.5,Master's,HR,1.6,1,32.2,137402.62
13.3,Bachelor's,Analyst,4.3,2,30.0,120234.86
3.5,Master's,Analyst,3.1,1,22.3,95474.31
17.6,Bachelor's,HR,4.4,2,30.0,142654.37
11.0,Master's,HR,2.7,5,44.8,122740.62
6.0,Bachelor's,Software Engineer,2.9,0,28.0,91549.6
8.8,Bachelor's,Analyst,2.7,4,38.7,101150.5
1.2,Master's,Manager,1.4,5,52.0,104633.21
3.0,Bachelor's,Manager,1.6,3,58.2,106002.79
15.4,Master's,Software Engineer,3.1,2,48.0,163398.96
0.5,PhD,Manager,3.1,4,27.8,108463.31
8.6,PhD,Manager,2.9,0,35.3,147346.21
10.7,Bachelor's,Analyst,1.1,5,42.2,105536.63
1.6,Master's,Analyst,3.0,3,54.9,84556.47
19.5,Bachelor's,Data Scientist,1.5,1,41.9,164889.73
4.9,PhD,Analyst,3.3,3,39.7,106971.9
6.4,Master's,Data Scientist,2.2,1,30.4,120254.34
6.4,Bachelor's,Analyst,5.0,2,40.0,105319.23
5.0,Bachelor's,HR,2.4,5,32.7,86922.44
0.5,Bachelor's,Analyst,4.3,1,42.6,70088.02
14.7,Master's,Data Scientist,2.0,1,52.3,151643.98
19.4,Bachelor's,Manager,1.8,3,57.8,177832.83
4.9,Master's,Analyst,1.9,2,52.4,98179.65
13.4,Master's,Manager,2.3,0,53.1,159967.46
15.0,PhD,Manager,4.4,3,34.3,180984.43
17.0,PhD,Analyst,4.1,2,47.8,165504.98
8.7,Bachelor's,Analyst,2.7,5,35.5,102009.49
6.4,Master's,HR,1.8,4,21.0,104418.03
6.8,Master's,Data Scientist,1.2,0,55.4,112289.56
14.4,PhD,Analyst,3.5,5,22.1,147232.02
16.4,Bachelor's,Manager,3.8,1,24.6,153569.23
4.0,Bachelor's,Manager,3.4,4,20.7,107353.84
7.7,Bachelor's,Analyst,3.0,1,22.7,97814.05
18.1,Bachelor's,Data Scientist,4.9,2,22.4,165660.69
16.2,Bachelor's,Manager,1.1,0,47.1,155413.93
19.7,Bachelor's,HR,5.0,5,54.1,167388.47
15.2,Master's,Manager,2.1,0,51.9,168464.24
8.2,Bachelor's,Data Scientist,2.5,3,45.1,115576.35
12.0,Master's,Software Engineer,4.0,2,51.4,147322.42
13.4,Bachelor's,HR,1.9,1,38.3,116387.4
2.0,PhD,HR,3.8,1,56.3,92690.19
11.1,PhD,Software Engineer,2.3,5,38.4,153896.73
14.3,Master's,HR,4.8,1,21.1,133761.39
3.8,PhD,HR,1.7,1,48.1,91862.86
15.7,Bachelor's,HR,4.7,0,53.2,135836.33
11.9,Master's,Manager,4.2,0,29.0,157756.75
19.1,Bachelor's,Manager,1.7,1,32.7,174289.17
1.3,Bachelor's,Analyst,2.6,3,47.8,79411.82
5.7,Bachelor's,Analyst,1.4,4,43.0,93247.07
12.2,Master's,Manager,3.4,2,55.6,160520.35
6.3,Bachelor's,HR,4.8,1,39.1,98315.92
14.4,Master's,Data Scientist,1.3,2,46.9,153230.92
15.3,Bachelor's,Software Engineer,2.0,1,30.9,138034.71
2.5,PhD,Analyst,4.0,5,57.2,107333.35
10.5,Master's,HR,2.8,5,34.8,120822.73
10.4,Bachelor's,Analyst,2.4,3,41.6,111113.2
7.7,Bachelor's,Data Scientist,3.4,4,44.7,123151.03
18.7,Master's,HR,2.2,1,30.2,148539.45
16.6,Bachelor's,Manager,2.3,1,32.7,162743.72
14.1,Master's,Data Scientist,4.2,4,40.1,164198.83
14.4,Master's,Analyst,2.6,1,30.8,136589.82
9.5,Bachelor's,HR,3.8,0,25.2,99285.01
18.5,Bachelor's,HR,1.6,3,53.5,140417.47
14.0,Bachelor's,Software Engineer,2.6,0,33.0,133268.35
14.7,Bachelor's,Software Engineer,3.2,5,36.6,148343.78
17.3,Bachelor's,Software Engineer,2.1,3,41.9,147620.51
5.8,Bachelor's,Manager,2.7,0,53.7,109178.9
16.2,Bachelor's,HR,4.0,5,25.6,139030.38
4.3,Bachelor's,HR,1.6,0,45.0,70369.47
7.2,PhD,Analyst,3.0,5,34.0,126236.67
7.0,Master's,Manager,2.0,1,54.8,136179.62
19.6,Master's,Software Engineer,2.6,3,46.4,172035.25
